,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
Mexico,9.5,8.5,-0.5,-3.5,3.4,2.2,-3.1,1.7,1.3,4.1,5.2,4.2,3.5,2.7,4.9,-6.3,6.8,6.8,5.2,2.8,4.9,-0.4,0.0,1.4,3.9,2.3,4.5,2.3,1.1,-5.3,5.1,3.7,3.6,1.4,2.8,3.3,2.6,2.1,2.2,-0.2,-8.0,4.7,3.1,1.8,2.324995020279004,2.324995020279004,2.324995020279004,2.324995020279004,2.324995020279004
"Micronesia, Fed. States of",0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,0.31818181818181823,-3.1,-6.1,2.7,1.5,4.9,2.1,0.6,1.6,-3.1,2.1,-0.1,-1.9,-2.2,1.0,2.3,3.2,-1.9,-3.7,-2.3,4.6,0.9,2.7,0.2,1.2,-1.8,-3.2,-0.6,2.8,0.22844453873319437,0.22844453873319437,0.22844453873319437,0.22844453873319437,0.22844453873319437
Moldova,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,0.555263157894737,-17.5,-29.7,-1.2,-30.9,-1.4,-5.9,1.6,-6.5,-3.4,2.1,6.1,7.8,6.6,7.4,7.5,4.8,3.0,7.8,-6.0,7.1,5.8,-0.6,9.0,5.0,-0.3,4.4,4.2,4.1,3.6,-8.3,13.9,-5.6,2.0,0.015980175586131278,0.015980175586131278,0.015980175586131278,0.015980175586131278,0.015980175586131278
Mongolia,6.4,8.4,8.3,5.8,5.9,5.7,9.4,3.5,5.1,4.2,-2.5,-9.2,-9.3,-3.2,2.1,6.4,2.2,3.9,3.3,3.1,1.1,4.6,5.3,7.4,9.4,6.5,8.2,8.8,7.8,-2.1,7.3,17.3,12.3,11.6,7.9,2.4,1.5,5.6,7.7,5.6,-4.6,1.6,4.8,4.5,4.613003887002896,4.613003887002896,4.613003887002896,4.613003887002896,4.613003887002896
Montenegro,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,2.9250000000000003,1.1,1.9,2.5,4.4,4.2,8.6,6.8,7.2,-5.8,2.7,3.2,-2.7,3.5,1.8,3.4,2.9,4.7,5.1,4.1,-15.3,13.0,6.4,3.2,2.895054548966123,2.895054548966123,2.895054548966123,2.895054548966123,2.895054548966123
Morocco,3.8,-2.8,9.6,-0.6,4.3,6.3,8.3,-2.5,10.4,2.4,4.0,7.2,-2.1,-0.7,10.6,-5.4,12.4,-1.6,7.2,1.1,1.9,7.3,3.1,6.0,4.8,3.3,7.6,3.5,5.9,4.2,3.8,5.2,3.0,4.5,2.7,4.3,0.5,5.1,3.1,2.9,-7.2,7.9,1.1,3.0,3.6195716784191787,3.6195716784191787,3.6195716784191787,3.6195716784191787,3.6195716784191787
Mozambique,4.2,5.0,-6.9,-15.7,-6.5,1.0,-2.3,14.7,8.2,6.5,1.0,6.6,-6.1,10.6,6.5,2.3,11.2,11.3,9.9,11.7,1.2,12.1,9.3,6.9,7.9,6.6,9.7,7.7,7.3,6.3,6.5,7.4,7.3,7.0,7.4,6.7,3.8,3.7,3.4,2.3,-1.2,2.3,4.1,5.0,4.852963559168425,4.852963559168425,4.852963559168425,4.852963559168425,4.852963559168425
Myanmar,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,6.4399999999999995,8.4,12.4,12.5,9.9,13.2,15.3,13.6,13.3,12.5,7.6,4.4,5.2,5.5,6.5,7.9,8.2,7.5,6.4,5.8,6.4,6.8,3.2,-17.9,2.0,2.6,6.746213067642094,6.746213067642094,6.746213067642094,6.746213067642094,6.746213067642094
Namibia,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,3.099999999999999,5.3,9.3,-1.6,3.0,4.1,3.2,4.2,3.3,3.4,3.5,2.4,6.7,3.5,6.6,4.7,3.9,3.6,2.6,0.3,6.0,5.1,5.1,5.6,6.1,4.3,0.0,-1.0,1.1,-0.8,-8.0,2.7,3.8,2.8,3.153457563906352,3.153457563906352,3.153457563906352,3.153457563906352,3.153457563906352
Nauru,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,5.341666666666666,-8.0,-8.3,-6.8,63.3,-6.0,-0.3,9.3,30.6,5.0,14.7,-5.7,8.0,-5.9,7.2,9.1,4.1,2.7,3.0,1.0,5.7462989593488505,5.7462989593488505,5.7462989593488505,5.7462989593488505,5.7462989593488505
Nepal,-2.3,8.3,3.8,-3.0,9.7,6.1,4.6,1.7,7.7,4.3,4.6,6.4,4.1,3.8,8.2,3.5,5.3,5.3,2.9,4.5,6.1,5.6,0.1,3.9,4.7,3.5,3.4,3.4,6.1,4.5,4.8,3.4,4.7,3.5,6.0,4.0,0.4,9.0,7.6,6.7,-2.4,4.2,5.8,4.4,4.424979198215942,4.424979198215942,4.424979198215942,4.424979198215942,4.424979198215942
Netherlands,2.7736777951066562,-0.5,-1.3,1.8,3.1,2.7,3.1,1.9,4.6,4.5,4.2,2.5,1.6,1.3,3.0,2.8,3.5,4.3,4.7,5.0,4.2,2.3,0.2,0.2,2.0,2.0,3.5,3.8,2.2,-3.7,1.3,1.5,-1.0,-0.1,1.4,2.0,2.2,2.9,2.4,2.0,-3.9,4.9,4.5,1.0,2.1208383808964384,2.1208383808964384,2.1208383808964384,2.1208383808964384,2.1208383808964384
New Zealand,1.0,3.0,2.9,-0.1,6.9,1.2,1.8,2.4,0.6,0.4,0.0,-1.3,0.7,5.2,5.6,4.9,4.1,2.5,0.4,4.5,4.2,2.5,4.7,4.4,4.8,3.2,2.8,3.5,-0.3,-1.1,1.8,1.8,2.5,2.3,3.8,3.7,3.9,3.5,3.5,3.1,-1.5,6.1,2.4,1.1,2.5772676997457866,2.5772676997457866,2.5772676997457866,2.5772676997457866,2.5772676997457866
Nicaragua,4.6,5.4,-0.8,4.6,-1.6,-4.1,-1.0,-0.7,-12.4,-1.7,-0.1,-0.2,0.4,-0.4,5.0,5.9,6.3,4.0,3.7,7.0,4.1,3.0,0.8,2.5,5.3,4.3,3.8,5.1,3.4,-3.3,4.4,6.3,6.5,4.9,4.8,4.8,4.6,4.6,-3.4,-3.8,-1.8,10.3,4.0,3.0,2.3658013649955985,2.3658013649955985,2.3658013649955985,2.3658013649955985,2.3658013649955985
Niger,4.9,-0.2,2.2,-3.9,-16.8,7.7,6.4,0.1,6.9,1.0,-1.3,-0.4,2.0,0.3,1.9,2.5,0.1,1.5,10.0,-0.2,-1.2,7.3,4.9,2.2,0.4,7.3,5.9,3.1,7.7,2.0,8.6,2.4,10.5,5.3,6.6,4.4,5.7,5.0,7.0,6.1,3.5,1.4,11.1,6.1,4.847865102834356,4.847865102834356,4.847865102834356,4.847865102834356,4.847865102834356
Nigeria,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,4.21578947368421,-0.6,2.2,1.6,0.3,1.9,4.1,2.9,2.5,0.5,5.5,6.7,14.6,9.5,10.4,7.0,6.7,7.3,7.2,8.4,11.3,4.9,4.3,5.4,6.3,2.7,-1.6,0.8,1.9,2.2,-1.8,3.6,3.3,3.2,4.304482080961046,4.304482080961046,4.304482080961046,4.304482080961046,4.304482080961046
North Macedonia ,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,2.1888888888888887,-7.5,-1.8,-1.1,1.2,1.4,3.4,4.3,4.5,-3.1,1.5,2.2,4.7,4.7,5.1,6.5,5.5,-0.4,3.4,2.3,-0.5,2.9,3.6,3.9,2.8,1.1,2.9,3.9,-4.7,3.9,2.2,1.4,2.0148942271863266,2.0148942271863266,2.0148942271863266,2.0148942271863266,2.0148942271863266
Norway,4.5,1.6,0.2,4.0,6.1,5.6,4.0,1.8,-0.3,1.0,1.9,3.1,3.6,2.8,5.1,4.2,5.0,5.3,2.7,2.1,3.3,2.1,1.4,0.9,4.0,2.7,2.5,2.9,0.5,-1.9,0.8,1.1,2.7,1.0,2.0,1.9,1.2,2.5,0.8,1.1,-1.3,3.9,3.3,2.1,2.4391916576754165,2.4391916576754165,2.4391916576754165,2.4391916576754165,2.4391916576754165
Oman,6.1,17.1,11.5,15.9,13.9,14.5,2.1,-4.0,5.2,3.0,8.4,6.0,8.5,6.1,3.8,4.8,2.9,6.2,2.7,0.3,6.2,4.6,-0.8,-2.2,2.0,2.8,4.7,5.0,9.0,6.0,2.5,2.9,8.9,5.2,1.3,5.0,5.0,0.3,1.3,-1.1,-3.2,2.9,4.3,1.7,2.565448024165755,2.565448024165755,2.565448024165755,2.565448024165755,2.565448024165755
Pakistan,6.9,6.2,7.6,6.8,4.0,8.7,6.4,5.8,6.4,4.8,4.6,5.1,7.6,2.1,4.4,5.1,6.6,1.7,3.5,4.2,3.9,2.0,3.1,4.7,7.5,9.0,5.8,5.5,5.0,0.4,2.6,3.6,3.8,3.7,4.1,4.1,4.6,4.6,6.1,3.1,-0.9,5.7,6.0,0.5,3.5604939905282653,3.5604939905282653,3.5604939905282653,3.5604939905282653,3.5604939905282653
Palau,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,1.1714285714285713,6.5,5.1,-3.4,4.1,3.7,0.0,0.9,-5.3,-6.8,-1.7,4.1,1.9,-1.6,4.4,9.6,3.7,-3.4,0.0,0.4,-7.5,-12.1,-2.9,8.7,0.8654689508402901,0.8654689508402901,0.8654689508402901,0.8654689508402901,0.8654689508402901
Panama,4.5,9.2,5.3,-4.5,2.7,4.9,3.6,-1.8,-13.4,1.6,8.1,9.4,8.2,5.5,2.8,1.8,7.4,6.5,7.3,3.9,2.7,0.6,2.2,4.2,7.5,7.2,8.5,12.1,9.9,1.2,5.8,11.3,9.8,6.9,5.1,5.7,5.0,5.6,3.7,3.0,-17.9,15.3,10.0,5.0,4.622722333669125,4.622722333669125,4.622722333669125,4.622722333669125,4.622722333669125
Papua New Guinea,-2.3,1.1,0.8,3.4,-1.0,3.6,5.7,2.8,2.9,-1.4,-3.1,9.6,13.8,13.3,10.5,-3.4,6.6,-6.3,4.7,1.9,-2.5,-0.1,-0.2,9.0,0.6,4.3,2.5,7.8,-0.3,6.8,10.1,1.1,4.7,3.8,13.5,6.6,5.5,3.5,-0.3,4.5,-3.2,0.1,4.5,3.7,3.3909039319601564,3.3909039319601564,3.3909039319601564,3.3909039319601564,3.3909039319601564
Paraguay,11.7,9.2,-1.4,-3.0,2.8,3.9,0.3,4.1,5.9,5.8,4.1,3.5,1.7,4.9,5.3,6.8,1.6,4.2,0.1,-1.4,-2.3,-0.8,0.0,4.3,4.1,2.1,4.8,5.4,6.5,-0.3,11.1,4.3,-0.7,8.3,5.3,3.0,4.3,4.8,3.2,-0.4,-0.8,4.0,0.2,4.5,3.355045447643836,3.355045447643836,3.355045447643836,3.355045447643836,3.355045447643836
Peru,7.7,5.5,-0.3,-9.3,3.8,2.1,12.1,7.7,-9.4,-13.4,-5.1,2.2,-0.5,5.2,12.3,7.4,2.8,6.5,-0.4,1.5,2.7,0.6,5.5,4.2,5.0,6.3,7.5,8.5,9.1,1.1,8.3,6.3,6.1,5.9,2.4,3.3,4.0,2.5,4.0,2.2,-11.0,13.6,2.7,2.4,3.241541883631546,3.241541883631546,3.241541883631546,3.241541883631546,3.241541883631546
Philippines,5.1,3.4,3.6,1.9,-7.3,-7.3,3.4,4.3,6.8,6.2,3.0,-0.4,0.4,2.2,4.4,4.6,5.9,5.2,-0.5,3.3,4.4,3.0,3.7,5.1,6.6,4.9,5.3,6.5,4.3,1.4,7.3,3.9,6.9,6.8,6.3,6.3,7.1,6.9,6.3,6.1,-9.5,5.7,7.6,6.0,3.820861727207369,3.820861727207369,3.820861727207369,3.820861727207369,3.820861727207369
Poland,-6.0,-10.0,-4.8,5.6,-0.4,3.9,3.5,2.3,3.3,3.8,-7.2,-7.0,2.0,4.3,5.2,6.7,6.2,7.1,5.0,4.5,4.3,1.2,1.4,3.5,5.0,3.5,6.1,7.1,4.2,2.8,2.9,5.0,1.5,0.9,3.8,4.4,3.0,5.1,5.9,4.4,-2.0,6.8,4.9,0.3,2.513882564717731,2.513882564717731,2.513882564717731,2.513882564717731,2.513882564717731
Portugal,6.7,3.5,2.2,1.0,-1.0,1.6,3.3,7.6,5.3,6.6,7.9,3.4,3.1,-0.7,1.5,2.3,3.5,4.4,4.8,3.9,3.8,1.9,0.8,-0.9,1.8,0.8,1.6,2.5,0.3,-3.1,1.7,-1.7,-4.1,-0.9,0.8,1.8,2.0,3.5,2.8,2.7,-8.3,5.5,6.7,1.0,2.17301358161267,2.17301358161267,2.17301358161267,2.17301358161267,2.17301358161267
Puerto Rico,4.005820382384376,1.1,-3.0,0.5,7.3,2.1,8.2,4.9,6.5,4.9,3.8,2.3,4.6,4.6,4.2,4.5,2.3,4.9,6.5,4.4,3.3,9.5,2.2,2.3,2.0,-2.0,-1.4,-1.2,-1.8,-2.0,-0.4,-0.4,0.0,-0.3,-1.2,-1.0,-1.3,-2.9,-4.4,1.7,-4.4,0.2,4.8,0.4,0.8298922286468071,0.8298922286468071,0.8298922286468071,0.8298922286468071,0.8298922286468071
Qatar,-1.0,-3.9,-8.2,-5.3,16.0,-13.0,3.7,0.9,4.7,5.3,-14.6,-1.5,10.4,-0.9,1.9,0.4,4.2,27.7,10.3,3.8,6.9,4.5,6.9,4.0,19.2,7.8,28.1,18.2,17.5,13.1,17.7,11.3,4.7,5.6,5.3,4.8,3.1,-1.5,1.2,0.7,-3.6,1.6,4.2,2.4,4.126975933295361,4.126975933295361,4.126975933295361,4.126975933295361,4.126975933295361
Romania,3.3,0.1,3.9,6.0,6.0,-0.1,2.4,0.8,-0.5,-5.8,-5.6,-12.9,-8.8,1.5,3.9,7.1,3.9,-6.1,-4.8,-1.2,2.9,5.1,5.7,2.3,10.3,4.7,8.0,7.2,9.4,-5.6,-3.9,4.5,1.9,0.2,4.1,3.2,2.9,8.2,6.0,3.8,-3.7,5.9,4.8,2.4,1.936706354044812,1.936706354044812,1.936706354044812,1.936706354044812,1.936706354044812
Russian Federation,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,0.944736842105263,-5.0,-14.5,-8.7,-12.7,-4.1,-3.6,1.4,-5.3,6.4,10.0,5.1,4.7,7.3,7.2,6.4,8.2,8.5,5.2,-7.8,4.5,5.1,4.0,1.8,0.7,-2.0,0.2,1.8,2.8,2.2,-2.7,5.6,-2.1,0.7,0.9405880458820607,0.9405880458820607,0.9405880458820607,0.9405880458820607,0.9405880458820607
Rwanda,-3.6,2.5,-2.5,6.0,13.0,4.4,5.5,-0.3,0.3,-5.7,0.4,-4.3,6.6,-10.4,-41.9,24.5,11.6,14.9,8.3,3.3,8.4,8.5,13.2,2.2,7.4,9.4,9.2,7.7,11.2,6.2,7.3,8.0,8.6,4.7,6.2,8.9,6.0,4.0,8.6,9.5,-3.4,10.9,6.8,6.2,4.734086021056553,4.734086021056553,4.734086021056553,4.734086021056553,4.734086021056553
Saint Kitts and Nevis,1.3,2.7,6.1,-2.1,9.7,6.4,8.8,8.3,10.4,6.0,5.5,2.3,3.1,5.4,5.4,3.5,5.9,7.3,1.0,3.9,9.7,5.3,1.4,-3.9,4.0,9.7,3.2,0.6,11.2,-3.4,0.0,1.6,-0.5,5.7,7.6,0.7,3.9,0.9,1.1,4.0,-14.5,-0.9,9.0,4.5,3.6772676415302143,3.6772676415302143,3.6772676415302143,3.6772676415302143,3.6772676415302143
Saint Lucia,-0.5,5.1,2.1,4.1,8.0,12.6,14.4,3.9,13.9,9.0,9.9,0.4,8.0,0.6,1.6,1.7,2.9,-0.7,6.3,2.7,0.0,-3.4,0.4,4.3,7.3,-0.4,6.2,1.9,4.9,-1.9,0.5,4.8,-0.4,-2.2,1.3,-0.2,3.8,3.4,2.9,-0.7,-24.4,12.2,14.9,3.0,3.2772678089954757,3.2772678089954757,3.2772678089954757,3.2772678089954757,3.2772678089954757
Saint Vincent and the Grenadines,2.9,3.9,2.6,3.2,5.3,4.3,5.4,0.6,13.2,3.3,4.8,2.2,7.1,3.6,-1.2,6.8,1.1,3.7,4.5,2.1,1.8,1.6,4.9,6.1,3.7,2.3,6.5,3.1,0.4,-1.2,-4.3,-0.6,1.1,2.5,1.1,2.8,4.1,1.5,3.2,0.7,-3.7,0.8,5.3,6.0,2.934085876835979,2.934085876835979,2.934085876835979,2.934085876835979,2.934085876835979
Samoa,-6.1,-9.1,-1.0,0.5,2.0,5.8,4.8,0.5,2.9,5.8,-6.4,-2.4,4.1,1.7,6.4,6.6,7.3,0.8,1.1,-0.6,5.1,7.4,5.7,5.2,3.1,6.6,2.1,0.5,3.6,-0.5,2.5,3.8,-3.7,0.1,0.7,3.9,8.0,1.4,-0.6,4.5,-3.1,-7.1,-6.0,5.0,1.7010445039119686,1.7010445039119686,1.7010445039119686,1.7010445039119686,1.7010445039119686
San Marino,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,1.1419354838709674,7.5,9.0,2.2,5.5,0.3,3.9,4.6,2.4,3.8,7.1,-0.4,-10.1,-5.8,-8.5,-7.2,-0.8,-0.6,2.7,2.3,0.3,1.5,2.1,-6.7,8.3,4.6,1.2,1.1313128256902913,1.1313128256902913,1.1313128256902913,1.1313128256902913,1.1313128256902913
Saudi Arabia,5.7,1.9,-20.7,-16.1,-4.7,-9.8,17.0,-6.6,13.1,-0.5,15.2,15.0,4.0,-1.4,0.6,0.2,2.6,1.1,2.9,-3.8,5.6,-1.2,-2.8,11.2,8.0,5.6,2.8,1.8,6.2,-2.1,5.0,11.0,5.4,2.9,4.0,4.7,2.4,-0.1,2.8,0.8,-4.3,3.9,8.7,3.1,2.2977224162644307,2.2977224162644307,2.2977224162644307,2.2977224162644307,2.2977224162644307
Senegal,-0.8,5.1,7.8,-5.3,3.7,3.3,3.1,6.1,-0.6,4.0,-0.7,2.6,1.2,1.3,-0.2,6.1,1.9,2.7,6.0,6.0,3.9,4.3,0.1,5.6,4.6,4.3,2.3,2.8,3.7,2.8,3.4,1.3,4.0,2.4,6.2,6.4,6.4,7.4,6.2,4.6,1.3,6.1,4.7,8.3,4.992546487054406,4.992546487054406,4.992546487054406,4.992546487054406,4.992546487054406
Serbia,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,3.161290322580645,2.4,-12.1,7.8,5.0,7.1,4.4,9.0,10.2,5.1,6.4,5.7,-2.7,0.7,2.0,-0.7,2.9,-1.6,1.8,3.3,2.1,4.5,4.3,-0.9,7.5,2.3,2.0,3.077341056614058,3.077341056614058,3.077341056614058,3.077341056614058,3.077341056614058
Seychelles,-2.3,-3.9,-2.1,-0.6,4.3,10.3,0.8,4.9,5.3,10.3,7.5,2.8,7.2,7.3,-2.4,0.5,10.0,12.2,2.5,1.9,4.3,-2.3,1.2,-5.9,-2.9,9.0,9.4,10.4,-2.1,-1.1,6.3,5.7,3.8,6.4,4.7,5.6,5.4,4.5,3.2,3.1,-7.7,7.9,8.8,3.9,3.798260132767651,3.798260132767651,3.798260132767651,3.798260132767651,3.798260132767651
Sierra Leone,-0.6,1.9,1.8,-1.6,1.7,-6.7,0.1,2.4,2.1,5.0,1.6,-8.0,-9.6,0.1,3.5,-10.0,-24.8,-17.6,-0.8,-8.1,3.8,18.2,26.4,9.3,6.6,4.5,4.2,8.1,5.4,3.2,5.3,6.3,15.2,20.7,4.6,-20.5,6.4,3.8,3.5,5.3,-2.0,4.1,2.8,3.1,1.8447399791886552,1.8447399791886552,1.8447399791886552,1.8447399791886552,1.8447399791886552
Singapore,10.1,10.8,7.1,8.6,8.8,-0.6,1.3,10.8,11.3,10.2,9.8,6.7,6.6,11.5,11.1,7.2,7.5,8.3,-2.2,5.7,9.0,-1.1,3.9,4.5,9.9,7.4,9.0,9.0,1.9,0.1,14.5,6.2,4.4,4.8,3.9,3.0,3.6,4.5,3.6,1.3,-3.9,8.9,3.6,1.5,3.6505247888225867,3.6505247888225867,3.6505247888225867,3.6505247888225867,3.6505247888225867
Slovak Republic,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,3.488571428571429,6.2,7.9,6.9,4.4,4.1,-0.1,1.2,3.3,4.5,5.5,5.3,6.6,8.5,10.8,5.6,-5.5,6.7,2.7,1.3,0.6,2.7,5.2,1.9,2.9,4.0,2.5,-3.4,3.0,1.7,1.3,3.5605615716383476,3.5605615716383476,3.5605615716383476,3.5605615716383476,3.5605615716383476
Slovenia,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8,5.3,4.1,3.6,5.0,3.3,5.3,3.7,3.2,3.5,3.0,4.4,3.8,5.7,7.0,3.5,-7.5,1.3,0.9,-2.6,-1.0,2.8,2.2,3.2,4.8,4.5,3.5,-4.3,8.2,5.4,1.6,2.903530116217023,2.903530116217023,2.903530116217023,2.903530116217023,2.903530116217023
Solomon Islands,-2.7,-1.8,-1.7,3.9,0.2,-3.1,-0.2,8.4,1.3,4.3,2.2,6.0,12.7,4.0,8.1,10.1,1.6,-0.9,1.3,-0.5,-14.3,-8.0,-2.8,6.5,6.7,5.5,4.9,4.4,5.8,2.6,8.6,7.3,1.4,5.2,1.2,1.7,5.6,3.1,2.7,1.7,-3.4,-0.6,-4.1,2.5,2.1154434809955758,2.1154434809955758,2.1154434809955758,2.1154434809955758,2.1154434809955758
Somalia,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,3.2117647058823526,1.2,5.7,2.7,4.6,4.7,2.2,3.7,2.7,-0.3,2.9,1.7,2.8,3.123900632538519,3.123900632538519,3.123900632538519,3.123900632538519,3.123900632538519
South Africa,6.6,5.4,-0.4,-1.8,5.1,-1.2,0.0,2.1,4.2,2.4,-0.3,-1.0,-2.1,1.2,3.2,3.1,4.3,2.6,0.5,2.4,4.2,2.7,3.7,2.9,4.6,5.3,5.6,5.4,3.2,-1.5,3.0,3.2,2.4,2.5,1.4,1.3,0.7,1.2,1.5,0.3,-6.3,4.9,2.0,0.1,2.0710122586180484,2.0710122586180484,2.0710122586180484,2.0710122586180484,2.0710122586180484
"South Sudan, Republic of",-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-0.4999999999999999,-50.3,27.3,1.6,-0.2,-13.3,-5.8,-2.1,0.9,-6.5,5.3,6.6,5.6,-1.2161488975390302,-1.2161488975390302,-1.2161488975390302,-1.2161488975390302,-1.2161488975390302
Spain,1.2,-0.4,1.2,1.7,1.7,2.4,3.4,5.7,5.3,5.0,3.8,2.5,0.9,-1.3,2.3,4.1,2.4,3.9,4.5,4.7,5.1,3.9,2.7,3.0,3.1,3.7,4.1,3.6,0.9,-3.8,0.2,-0.8,-3.0,-1.4,1.4,3.8,3.0,3.0,2.3,2.0,-11.3,5.5,5.5,1.5,2.105869030282296,2.105869030282296,2.105869030282296,2.105869030282296,2.105869030282296
Sri Lanka,5.8,5.3,5.2,3.3,6.7,5.0,4.3,1.5,2.7,2.3,6.2,10.8,-3.1,7.5,8.0,6.1,12.2,10.3,-1.6,2.9,8.4,-1.9,3.7,5.9,5.4,6.2,7.7,6.8,6.0,3.5,8.0,8.7,8.6,4.1,6.4,4.2,5.1,6.5,2.3,-0.2,-3.5,3.3,-8.7,-3.0,3.923490612731675,3.923490612731675,3.923490612731675,3.923490612731675,3.923490612731675
Sudan,2.5,6.3,4.1,-1.5,-5.6,-0.6,9.9,6.5,4.3,1.4,0.8,7.0,5.5,2.8,3.5,8.9,5.5,6.1,8.2,4.2,8.4,10.9,5.9,6.3,5.1,5.6,6.5,5.7,3.8,-2.8,3.9,-3.2,-17.0,2.0,4.7,4.9,4.7,0.8,-2.3,-2.5,-3.6,0.5,-2.5,1.2,2.775894923690562,2.775894923690562,2.775894923690562,2.775894923690562,2.775894923690562
